City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
248,Mpika,ZM,2022-08-10 03:59:33,-11.8343,31.4529,283.17,78,0,1.74
249,Fundu Moldovei,RO,2022-08-10 03:59:33,47.5333,25.4,285.13,99,100,1.73
250,Coquimbo,CL,2022-08-10 03:55:14,-29.9533,-71.3436,284.0,100,20,1.54
251,South Ogden,US,2022-08-10 03:59:34,41.1919,-111.9713,299.86,39,25,0.45
252,Kedrovyy,RU,2022-08-10 03:59:34,56.1667,91.8167,295.38,48,23,2.33
253,Salalah,OM,2022-08-10 03:59:35,17.0151,54.0924,297.89,96,100,4.63
254,Westport,US,2022-08-10 03:59:35,41.1415,-73.3579,300.53,79,16,3.58
255,Penzance,GB,2022-08-10 03:59:35,50.1186,-5.5371,288.58,74,0,3.63
256,Honningsvag,NO,2022-08-10 03:59:35,70.9821,25.9704,284.01,82,100,4.12
257,Sept-Iles,CA,2022-08-10 03:59:36,50.2001,-66.3821,286.15,81,0,1.54
258,Aransas Pass,US,2022-08-10 03:59:36,27.9095,-97.15,302.6,82,0,5.66
259,Vredendal,ZA,2022-08-10 03:59:36,-31.6683,18.5012,282.36,89,100,0.41
260,Novita,CO,2022-08-10 03:59:37,4.9551,-76.6053,296.87,98,100,0.84
261,Pacifica,US,2022-08-10 03:59:37,37.6138,-122.4869,292.94,90,75,3.58
262,Denpasar,ID,2022-08-10 03:59:37,-8.65,115.2167,298.96,88,75,5.66
263,Buritis,BR,2022-08-10 03:55:59,-15.6178,-46.4233,296.55,40,88,0.67
264,Tuban,ID,2022-08-10 03:59:38,-6.8976,112.0649,304.52,54,91,2.8
265,Komsomolskiy,UZ,2022-08-10 03:59:38,40.4272,71.7189,300.55,34,41,3.09
266,Rexburg,US,2022-08-10 03:59:39,43.826,-111.7897,295.61,21,5,2.37
267,Cockburn Town,TC,2022-08-10 03:59:39,21.4612,-71.1419,300.39,82,0,8.52
268,Lishui,CN,2022-08-10 03:59:39,28.4604,119.9103,309.75,41,52,0.62
269,Ilulissat,GL,2022-08-10 03:59:40,69.2167,-51.1,274.59,94,100,3.86
270,Alyangula,AU,2022-08-10 03:59:40,-13.8483,136.4192,299.71,67,3,2.09
271,Kisangani,CD,2022-08-10 03:59:40,0.5167,25.2,294.4,79,46,0.71
272,Mount Gambier,AU,2022-08-10 03:59:41,-37.8333,140.7667,284.87,66,100,5.73
273,Bien Hoa,VN,2022-08-10 03:59:23,10.95,106.8167,303.14,67,96,6.02
274,Hagenow,DE,2022-08-10 03:59:41,53.4333,11.1833,287.25,82,82,1.91
275,Tuktoyaktuk,CA,2022-08-10 03:59:41,69.4541,-133.0374,283.15,71,100,8.75
276,Huarmey,PE,2022-08-10 04:00:42,-10.0681,-78.1522,289.79,88,13,2.99
277,Salvador,SV,2022-08-10 04:00:42,13.8333,-88.9167,294.85,97,98,0.68
278,Portales,US,2022-08-10 03:56:10,34.1862,-103.3344,298.7,72,100,3.46
279,Nhulunbuy,AU,2022-08-10 04:00:42,-12.2333,136.7667,302.49,65,75,6.69
280,Jizan,SA,2022-08-10 04:00:43,17.3333,42.6667,302.71,72,76,1.08
281,Asau,RO,2022-08-10 04:00:43,46.4333,26.4,288.86,98,100,1.97
282,Urumqi,CN,2022-08-10 04:00:04,43.801,87.6005,302.68,37,0,5.0
283,Bandundu,CD,2022-08-10 04:00:44,-3.3167,17.3667,296.89,43,25,1.61
284,Pakxe,LA,2022-08-10 04:00:44,15.1167,105.7833,297.97,90,100,1.14
285,Cayenne,GF,2022-08-10 04:00:44,4.9333,-52.3333,300.98,1,100,1.34
286,Galle,LK,2022-08-10 04:00:45,6.0367,80.217,300.39,77,100,4.85
287,Kazachinskoye,RU,2022-08-10 04:00:45,57.6953,93.2761,288.04,95,100,1.08
288,Oster,UA,2022-08-10 04:00:46,50.9506,30.8823,289.4,75,100,3.19
289,Tromso,NO,2022-08-10 04:00:46,69.6496,18.957,284.47,87,0,1.54
290,Lorengau,PG,2022-08-10 04:00:47,-2.0226,147.2712,302.18,71,48,3.22
291,Vostok,RU,2022-08-10 04:00:47,46.4856,135.8833,297.35,35,50,5.3
292,Acajutla,SV,2022-08-10 04:00:48,13.5928,-89.8275,298.91,87,87,1.91
293,Strezhevoy,RU,2022-08-10 04:00:48,60.7333,77.5889,294.53,61,50,5.15
